Input Start Date,Input End Date,Start Date,End Date,Model Result,Buy/Hold Result,Delta,Model Sharpe,Buy/Hold Sharpe
2022-11-21 00:00:00,2023-11-21 00:00:00,2022-11-22 00:00:00,2023-11-20 00:00:00,11.47,15.38,-3.91,1.113055,1.081452
2011-02-12 00:00:00,2012-02-12 00:00:00,2011-02-15 00:00:00,2012-02-10 00:00:00,8.7,3.13,5.57,0.654091,0.250759
2005-09-19 00:00:00,2006-09-19 00:00:00,2005-09-20 00:00:00,2006-09-18 00:00:00,2.41,10.24,-7.83,0.653504,0.966152
2000-08-08 00:00:00,2001-08-08 00:00:00,2000-08-09 00:00:00,2001-08-07 00:00:00,-11.11,-17.17,6.06,-1.01698,-0.738879
2019-03-01 00:00:00,2020-02-29 00:00:00,2019-03-04 00:00:00,2020-02-28 00:00:00,-0.96,8.04,-9.0,-0.031918,0.641106
2023-02-11 00:00:00,2024-02-11 00:00:00,2023-02-14 00:00:00,2024-02-09 00:00:00,10.47,23.31,-12.84,1.198506,1.778167
2013-05-13 00:00:00,2014-05-13 00:00:00,2013-05-14 00:00:00,2014-05-12 00:00:00,8.58,17.18,-8.6,2.23169,1.47786
2017-08-12 00:00:00,2018-08-12 00:00:00,2017-08-15 00:00:00,2018-08-10 00:00:00,5.84,17.02,-11.18,0.716008,1.328819
2018-03-09 00:00:00,2019-03-09 00:00:00,2018-03-12 00:00:00,2019-03-08 00:00:00,-16.29,0.41,-16.7,-1.732485,0.106071
2004-02-10 00:00:00,2005-02-09 00:00:00,2004-02-11 00:00:00,2005-02-08 00:00:00,4.36,5.55,-1.19,1.01146,0.546782
2012-04-12 00:00:00,2013-04-12 00:00:00,2012-04-13 00:00:00,2013-04-11 00:00:00,6.61,18.66,-12.05,1.267521,1.435994
2009-07-11 00:00:00,2010-07-11 00:00:00,2009-07-14 00:00:00,2010-07-09 00:00:00,3.0,21.43,-18.43,0.295349,1.152034
2011-08-22 00:00:00,2012-08-21 00:00:00,2011-08-23 00:00:00,2012-08-20 00:00:00,9.14,24.71,-15.57,0.894532,1.250235
2016-09-02 00:00:00,2017-09-02 00:00:00,2016-09-06 00:00:00,2017-09-01 00:00:00,7.69,15.45,-7.76,1.202661,1.77377
2002-04-09 00:00:00,2003-04-09 00:00:00,2002-04-10 00:00:00,2003-04-08 00:00:00,-8.21,-20.91,12.7,-0.538453,-0.71608
2021-06-19 00:00:00,2022-06-19 00:00:00,2021-06-22 00:00:00,2022-06-17 00:00:00,0.4,-12.3,12.7,0.103722,-0.584862
2009-11-04 00:00:00,2010-11-04 00:00:00,2009-11-05 00:00:00,2010-11-03 00:00:00,10.54,14.48,-3.94,0.899392,0.8474
2020-06-02 00:00:00,2021-06-02 00:00:00,2020-06-03 00:00:00,2021-06-01 00:00:00,3.17,36.59,-33.42,0.313384,1.937908
2005-11-20 00:00:00,2006-11-20 00:00:00,2005-11-22 00:00:00,2006-11-17 00:00:00,2.39,13.21,-10.82,0.838072,1.305593
2012-11-28 00:00:00,2013-11-28 00:00:00,2012-11-29 00:00:00,2013-11-27 00:00:00,13.82,30.23,-16.41,2.383633,2.421465
2001-08-31 00:00:00,2002-08-31 00:00:00,2001-09-04 00:00:00,2002-08-30 00:00:00,14.25,-17.98,32.23,0.994639,-0.707385
2007-09-07 00:00:00,2008-09-06 00:00:00,2007-09-10 00:00:00,2008-09-05 00:00:00,-1.53,-12.94,11.41,-0.03347,-0.600556
2021-03-07 00:00:00,2022-03-07 00:00:00,2021-03-09 00:00:00,2022-03-04 00:00:00,12.53,13.11,-0.58,1.17135,0.96449
2003-05-22 00:00:00,2004-05-21 00:00:00,2003-05-23 00:00:00,2004-05-20 00:00:00,-11.32,18.76,-30.08,-1.792678,1.444066
2005-08-28 00:00:00,2006-08-28 00:00:00,2005-08-30 00:00:00,2006-08-25 00:00:00,2.34,9.17,-6.83,0.619798,0.867475
2011-11-15 00:00:00,2012-11-14 00:00:00,2011-11-16 00:00:00,2012-11-13 00:00:00,3.59,13.43,-9.84,0.545234,0.955307
2019-11-29 00:00:00,2020-11-28 00:00:00,2019-12-02 00:00:00,2020-11-27 00:00:00,-14.96,18.95,-33.91,-0.584143,0.690296
2011-05-12 00:00:00,2012-05-11 00:00:00,2011-05-13 00:00:00,2012-05-10 00:00:00,7.77,3.61,4.16,0.606433,0.270614
2003-02-13 00:00:00,2004-02-13 00:00:00,2003-02-14 00:00:00,2004-02-12 00:00:00,-9.15,39.67,-48.82,-1.068129,2.30502
2020-05-09 00:00:00,2021-05-09 00:00:00,2020-05-12 00:00:00,2021-05-07 00:00:00,6.46,49.61,-43.15,0.570387,2.448578
2007-09-27 00:00:00,2008-09-26 00:00:00,2007-09-28 00:00:00,2008-09-25 00:00:00,-14.34,-19.16,4.82,-1.025659,-0.863898
2009-08-14 00:00:00,2010-08-14 00:00:00,2009-08-17 00:00:00,2010-08-13 00:00:00,-2.66,12.28,-14.94,-0.143091,0.720235
2022-06-05 00:00:00,2023-06-05 00:00:00,2022-06-07 00:00:00,2023-06-02 00:00:00,11.95,4.67,7.28,0.809273,0.325521
2004-11-07 00:00:00,2005-11-07 00:00:00,2004-11-09 00:00:00,2005-11-04 00:00:00,0.48,6.57,-6.09,0.151551,0.668501
2014-06-04 00:00:00,2015-06-04 00:00:00,2014-06-05 00:00:00,2015-06-03 00:00:00,8.43,11.12,-2.69,0.931547,0.969133
2022-02-08 00:00:00,2023-02-08 00:00:00,2022-02-09 00:00:00,2023-02-07 00:00:00,10.97,-7.78,18.75,0.660165,-0.21858
2011-11-19 00:00:00,2012-11-18 00:00:00,2011-11-22 00:00:00,2012-11-16 00:00:00,5.71,16.86,-11.15,0.871892,1.17853
2020-10-06 00:00:00,2021-10-06 00:00:00,2020-10-07 00:00:00,2021-10-05 00:00:00,9.52,28.89,-19.37,0.973083,1.963204
2014-12-02 00:00:00,2015-12-02 00:00:00,2014-12-03 00:00:00,2015-12-01 00:00:00,11.09,3.39,7.7,0.959238,0.296539
2020-01-06 00:00:00,2021-01-05 00:00:00,2020-01-07 00:00:00,2021-01-04 00:00:00,-16.43,16.41,-32.84,-0.65922,0.624787
2005-08-22 00:00:00,2006-08-22 00:00:00,2005-08-23 00:00:00,2006-08-21 00:00:00,2.41,8.38,-5.97,0.653504,0.791657
2016-04-02 00:00:00,2017-04-02 00:00:00,2016-04-05 00:00:00,2017-03-31 00:00:00,3.8,17.84,-14.04,0.650244,1.712041
2015-03-30 00:00:00,2016-03-29 00:00:00,2015-03-31 00:00:00,2016-03-28 00:00:00,22.12,0.56,21.56,1.80545,0.116603
2008-06-24 00:00:00,2009-06-24 00:00:00,2008-06-25 00:00:00,2009-06-23 00:00:00,-49.71,-30.38,-19.33,-2.221536,-0.569399
2017-07-03 00:00:00,2018-07-03 00:00:00,2017-07-05 00:00:00,2018-07-02 00:00:00,4.92,14.08,-9.16,0.605088,1.126267
2020-09-23 00:00:00,2021-09-23 00:00:00,2020-09-24 00:00:00,2021-09-22 00:00:00,10.62,37.26,-26.64,1.077144,2.414901
2008-03-04 00:00:00,2009-03-04 00:00:00,2008-03-05 00:00:00,2009-03-03 00:00:00,-45.93,-46.38,0.45,-2.015588,-1.231256
2020-02-19 00:00:00,2021-02-18 00:00:00,2020-02-20 00:00:00,2021-02-17 00:00:00,-20.78,18.63,-39.41,-0.857622,0.680238
2024-02-06 00:00:00,2025-02-05 00:00:00,2024-02-07 00:00:00,2025-02-04 00:00:00,13.78,22.36,-8.58,1.656088,1.670357
2020-09-01 00:00:00,2021-09-01 00:00:00,2020-09-02 00:00:00,2021-08-31 00:00:00,8.85,28.12,-19.27,0.836879,1.761691
2011-01-17 00:00:00,2012-01-17 00:00:00,2011-01-19 00:00:00,2012-01-13 00:00:00,12.57,2.57,10.0,0.892193,0.226649
2013-11-08 00:00:00,2014-11-08 00:00:00,2013-11-11 00:00:00,2014-11-07 00:00:00,7.31,16.9,-9.59,1.236222,1.51405
2012-10-27 00:00:00,2013-10-27 00:00:00,2012-11-01 00:00:00,2013-10-25 00:00:00,14.62,25.88,-11.26,2.497253,2.050167
2000-08-20 00:00:00,2001-08-20 00:00:00,2000-08-22 00:00:00,2001-08-17 00:00:00,2.15,-21.43,23.58,0.218275,-0.975609
2007-01-25 00:00:00,2008-01-25 00:00:00,2007-01-26 00:00:00,2008-01-24 00:00:00,-10.43,-3.27,-7.16,-0.867157,-0.115003
2024-01-13 00:00:00,2025-01-12 00:00:00,2024-01-17 00:00:00,2025-01-10 00:00:00,20.62,24.49,-3.87,2.3801,1.815284
2004-01-05 00:00:00,2005-01-04 00:00:00,2004-01-06 00:00:00,2005-01-03 00:00:00,4.58,8.93,-4.35,1.076505,0.829185
2014-05-25 00:00:00,2015-05-25 00:00:00,2014-05-28 00:00:00,2015-05-22 00:00:00,8.55,13.47,-4.92,0.948905,1.160332
2021-10-29 00:00:00,2022-10-29 00:00:00,2021-11-01 00:00:00,2022-10-28 00:00:00,6.4,-14.16,20.56,0.433101,-0.548409
2001-01-14 00:00:00,2002-01-14 00:00:00,2001-01-17 00:00:00,2002-01-11 00:00:00,12.73,-12.77,25.5,1.004404,-0.552036
2024-06-17 00:00:00,2025-06-17 00:00:00,2024-06-18 00:00:00,2025-06-16 00:00:00,5.92,11.28,-5.36,0.468983,0.629606
2004-02-18 00:00:00,2005-02-17 00:00:00,2004-02-19 00:00:00,2005-02-16 00:00:00,4.36,7.2,-2.84,1.009443,0.68689
2020-02-27 00:00:00,2021-02-26 00:00:00,2020-02-28 00:00:00,2021-02-25 00:00:00,-10.82,31.46,-42.28,-0.380145,0.998139
2021-12-16 00:00:00,2022-12-16 00:00:00,2021-12-17 00:00:00,2022-12-15 00:00:00,7.7,-14.29,21.99,0.491466,-0.520961
2009-05-18 00:00:00,2010-05-18 00:00:00,2009-05-19 00:00:00,2010-05-17 00:00:00,12.46,27.56,-15.1,1.060172,1.485471
2012-08-12 00:00:00,2013-08-12 00:00:00,2012-08-14 00:00:00,2013-08-09 00:00:00,9.74,22.95,-13.21,2.191887,1.87018
2023-05-03 00:00:00,2024-05-02 00:00:00,2023-05-04 00:00:00,2024-05-01 00:00:00,17.63,25.29,-7.66,2.038826,2.028109
2015-09-18 00:00:00,2016-09-17 00:00:00,2015-09-21 00:00:00,2016-09-16 00:00:00,13.99,10.95,3.04,1.544449,0.78564
2022-12-07 00:00:00,2023-12-07 00:00:00,2022-12-08 00:00:00,2023-12-06 00:00:00,11.33,16.58,-5.25,1.185842,1.202
2015-09-25 00:00:00,2016-09-24 00:00:00,2015-09-28 00:00:00,2016-09-23 00:00:00,11.34,17.36,-6.02,1.448345,1.18766
2001-02-05 00:00:00,2002-02-05 00:00:00,2001-02-06 00:00:00,2002-02-04 00:00:00,12.17,-17.83,30.0,0.834743,-0.81929
2018-01-14 00:00:00,2019-01-14 00:00:00,2018-01-17 00:00:00,2019-01-11 00:00:00,-14.44,-5.62,-8.82,-1.32463,-0.246337
2003-03-09 00:00:00,2004-03-08 00:00:00,2003-03-11 00:00:00,2004-03-05 00:00:00,-16.14,46.89,-63.03,-1.842265,2.786397
2005-07-17 00:00:00,2006-07-17 00:00:00,2005-07-19 00:00:00,2006-07-14 00:00:00,3.27,2.22,1.05,0.834853,0.259512
2003-12-07 00:00:00,2004-12-06 00:00:00,2003-12-09 00:00:00,2004-12-03 00:00:00,4.58,13.86,-9.28,1.08084,1.223702
2002-07-31 00:00:00,2003-07-31 00:00:00,2002-08-01 00:00:00,2003-07-30 00:00:00,-7.41,13.61,-21.02,-0.397988,0.654592
2022-10-19 00:00:00,2023-10-19 00:00:00,2022-10-20 00:00:00,2023-10-18 00:00:00,18.18,19.59,-1.41,1.564656,1.220272
2010-06-13 00:00:00,2011-06-13 00:00:00,2010-06-15 00:00:00,2011-06-10 00:00:00,14.66,16.19,-1.53,1.765778,1.134035
2004-06-18 00:00:00,2005-06-18 00:00:00,2004-06-21 00:00:00,2005-06-17 00:00:00,3.5,9.35,-5.85,0.938815,0.894412
2022-07-24 00:00:00,2023-07-24 00:00:00,2022-07-26 00:00:00,2023-07-21 00:00:00,22.73,17.57,5.16,1.603645,0.958197
2006-11-08 00:00:00,2007-11-08 00:00:00,2006-11-09 00:00:00,2007-11-07 00:00:00,2.32,9.05,-6.73,0.336265,0.696724
2003-02-05 00:00:00,2004-02-05 00:00:00,2003-02-06 00:00:00,2004-02-04 00:00:00,-8.65,35.81,-44.46,-0.839964,2.084063
2002-10-30 00:00:00,2003-10-30 00:00:00,2002-10-31 00:00:00,2003-10-29 00:00:00,-12.13,20.78,-32.91,-0.98311,1.129063
2014-11-26 00:00:00,2015-11-26 00:00:00,2014-11-28 00:00:00,2015-11-25 00:00:00,12.45,3.06,9.39,1.056404,0.27569
2022-12-16 00:00:00,2023-12-16 00:00:00,2022-12-19 00:00:00,2023-12-15 00:00:00,14.51,25.38,-10.87,1.505771,1.784397
2023-05-19 00:00:00,2024-05-18 00:00:00,2023-05-22 00:00:00,2024-05-17 00:00:00,15.99,28.25,-12.26,1.914972,2.246097
2019-03-02 00:00:00,2020-03-01 00:00:00,2019-03-05 00:00:00,2020-02-28 00:00:00,-0.96,8.19,-9.15,-0.031982,0.65253
2019-05-01 00:00:00,2020-04-30 00:00:00,2019-05-02 00:00:00,2020-04-29 00:00:00,-17.65,2.75,-20.4,-0.717563,0.245225
2010-02-13 00:00:00,2011-02-13 00:00:00,2010-02-17 00:00:00,2011-02-11 00:00:00,2.78,23.09,-20.31,0.293805,1.306764
2017-01-03 00:00:00,2018-01-03 00:00:00,2017-01-04 00:00:00,2018-01-02 00:00:00,9.39,20.93,-11.54,1.882561,2.879556
2004-03-11 00:00:00,2005-03-11 00:00:00,2004-03-12 00:00:00,2005-03-10 00:00:00,5.46,9.75,-4.29,1.415475,0.907095
2021-10-23 00:00:00,2022-10-23 00:00:00,2021-10-26 00:00:00,2022-10-21 00:00:00,2.82,-16.67,19.49,0.24594,-0.687294
2001-08-13 00:00:00,2002-08-13 00:00:00,2001-08-14 00:00:00,2002-08-12 00:00:00,15.13,-22.99,38.12,1.028588,-0.992302
2012-03-20 00:00:00,2013-03-20 00:00:00,2012-03-21 00:00:00,2013-03-19 00:00:00,9.37,12.72,-3.35,1.702749,1.005846
2005-03-15 00:00:00,2006-03-15 00:00:00,2005-03-16 00:00:00,2006-03-14 00:00:00,2.38,11.21,-8.83,0.643876,1.092047
2006-01-24 00:00:00,2007-01-24 00:00:00,2006-01-25 00:00:00,2007-01-23 00:00:00,3.21,14.83,-11.62,1.027797,1.484711
2004-10-30 00:00:00,2005-10-30 00:00:00,2004-11-02 00:00:00,2005-10-28 00:00:00,-0.5,7.62,-8.12,-0.072966,0.756299
