Input Start Date,Input End Date,Start Date,End Date,Model Result,Buy/Hold Result,Delta,Model Sharpe,Buy/Hold Sharpe,SPY Buy/Hold Result,SPY Sharpe,SPY Delta
2010-10-16 00:00:00,2011-10-16 00:00:00,2010-10-19 00:00:00,2011-10-14 00:00:00,-11.95,39.24,-51.19,-0.647886,0.874837,7.09,0.439806,-19.04
2010-05-08 00:00:00,2011-05-08 00:00:00,2010-05-11 00:00:00,2011-05-06 00:00:00,-9.75,34.17,-43.92,-0.709321,0.827452,18.16,1.115172,-27.91
2011-01-12 00:00:00,2012-01-12 00:00:00,2011-01-13 00:00:00,2012-01-11 00:00:00,-12.19,-39.33,27.14,-0.576285,-0.672958,2.76,0.234288,-14.95
2023-04-22 00:00:00,2024-04-21 00:00:00,2023-04-25 00:00:00,2024-04-19 00:00:00,17.54,190.48,-172.94,0.971128,2.449866,23.7,1.911489,-6.16
2007-01-26 00:00:00,2008-01-26 00:00:00,2007-01-29 00:00:00,2008-01-25 00:00:00,11.09,24.01,-12.92,0.66428,0.681379,-4.61,-0.197416,15.7
2001-04-14 00:00:00,2002-04-14 00:00:00,2001-04-17 00:00:00,2002-04-12 00:00:00,-26.33,2.03,-28.36,-0.282778,0.388026,-5.36,-0.198422,-20.97
2017-05-22 00:00:00,2018-05-22 00:00:00,2017-05-23 00:00:00,2018-05-21 00:00:00,34.97,78.63,-43.66,1.98793,1.710465,16.05,1.283189,18.92
2016-12-08 00:00:00,2017-12-08 00:00:00,2016-12-09 00:00:00,2017-12-07 00:00:00,34.96,109.91,-74.95,2.402715,1.980786,18.94,2.599365,16.02
2002-02-23 00:00:00,2003-02-23 00:00:00,2002-02-26 00:00:00,2003-02-21 00:00:00,-42.29,-76.62,34.33,-0.402005,-0.998176,-22.2,-0.817626,-20.09
2012-10-30 00:00:00,2013-10-30 00:00:00,2012-11-01 00:00:00,2013-10-29 00:00:00,6.58,24.13,-17.55,1.562599,1.106386,26.76,2.100098,-20.18
2023-03-08 00:00:00,2024-03-07 00:00:00,2023-03-09 00:00:00,2024-03-06 00:00:00,6.04,278.6,-272.56,0.421226,3.122826,32.16,2.401331,-26.12
2024-06-14 00:00:00,2025-06-14 00:00:00,2024-06-17 00:00:00,2025-06-13 00:00:00,-3.16,8.42,-11.58,-0.10203,0.433118,10.51,0.595701,-13.67
2010-11-11 00:00:00,2011-11-11 00:00:00,2010-11-12 00:00:00,2011-11-10 00:00:00,-26.69,9.13,-35.82,-1.49497,0.433115,5.48,0.354744,-32.17
2005-02-02 00:00:00,2006-02-02 00:00:00,2005-02-03 00:00:00,2006-02-01 00:00:00,-14.54,84.46,-99.0,-1.357568,1.881507,9.83,0.956741,-24.37
2015-08-26 00:00:00,2016-08-25 00:00:00,2015-08-27 00:00:00,2016-08-24 00:00:00,-0.01,176.97,-176.98,0.028539,3.037722,11.69,0.805142,-11.7
2015-11-29 00:00:00,2016-11-28 00:00:00,2015-12-01 00:00:00,2016-11-25 00:00:00,7.09,190.28,-183.19,0.908616,2.592403,7.41,0.588297,-0.32
2002-01-03 00:00:00,2003-01-03 00:00:00,2002-01-04 00:00:00,2003-01-02 00:00:00,-47.22,-82.32,35.1,-0.514399,-1.317813,-21.35,-0.773721,-25.87
2011-04-11 00:00:00,2012-04-10 00:00:00,2011-04-12 00:00:00,2012-04-09 00:00:00,-12.11,-16.87,4.76,-0.496917,-0.152951,7.34,0.428649,-19.45
2017-05-21 00:00:00,2018-05-21 00:00:00,2017-05-23 00:00:00,2018-05-18 00:00:00,36.06,79.87,-43.81,2.041783,1.732523,15.19,1.225922,20.87
2016-01-11 00:00:00,2017-01-10 00:00:00,2016-01-12 00:00:00,2017-01-09 00:00:00,9.52,258.88,-249.36,0.961243,2.956755,19.45,1.475398,-9.93
2006-11-21 00:00:00,2007-11-21 00:00:00,2006-11-22 00:00:00,2007-11-20 00:00:00,6.48,22.71,-16.23,0.538167,0.683471,4.56,0.382735,1.92
2004-12-19 00:00:00,2005-12-19 00:00:00,2004-12-21 00:00:00,2005-12-16 00:00:00,-15.16,60.36,-75.52,-1.33222,1.472944,6.81,0.697497,-21.97
2001-06-25 00:00:00,2002-06-25 00:00:00,2001-06-26 00:00:00,2002-06-24 00:00:00,-28.62,-50.76,22.14,-0.303829,-0.551115,-16.78,-0.844172,-11.84
2007-12-10 00:00:00,2008-12-09 00:00:00,2007-12-11 00:00:00,2008-12-08 00:00:00,15.22,-79.24,94.46,0.540051,-1.512068,-37.17,-0.936896,52.39
2002-06-17 00:00:00,2003-06-17 00:00:00,2002-06-18 00:00:00,2003-06-16 00:00:00,-47.37,-15.24,-32.13,-0.456177,0.324634,-1.5,0.077982,-45.87
2020-10-02 00:00:00,2021-10-02 00:00:00,2020-10-05 00:00:00,2021-10-01 00:00:00,11.95,52.2,-40.25,1.396647,1.270029,29.61,1.993574,-17.66
2013-11-30 00:00:00,2014-11-30 00:00:00,2013-12-03 00:00:00,2014-11-28 00:00:00,-1.5,35.61,-37.11,-0.332002,1.362893,17.51,1.576563,-19.01
2016-06-22 00:00:00,2017-06-22 00:00:00,2016-06-23 00:00:00,2017-06-21 00:00:00,11.53,230.74,-219.21,1.335185,2.642624,17.59,1.775505,-6.06
2019-01-20 00:00:00,2020-01-20 00:00:00,2019-01-23 00:00:00,2020-01-17 00:00:00,13.51,67.63,-54.12,1.073126,1.537661,28.41,2.216579,-14.9
2023-04-26 00:00:00,2024-04-25 00:00:00,2023-04-27 00:00:00,2024-04-24 00:00:00,21.83,192.74,-170.91,1.147541,2.446844,24.33,1.965027,-2.5
2018-04-23 00:00:00,2019-04-23 00:00:00,2018-04-24 00:00:00,2019-04-22 00:00:00,31.12,-14.52,45.64,1.303628,-0.058107,12.52,0.875085,18.6
2001-11-23 00:00:00,2002-11-23 00:00:00,2001-11-26 00:00:00,2002-11-22 00:00:00,-48.62,-70.63,22.01,-0.554583,-0.804874,-18.26,-0.64319,-30.36
2012-08-13 00:00:00,2013-08-13 00:00:00,2012-08-14 00:00:00,2013-08-12 00:00:00,6.58,0.24,6.34,1.565764,0.135847,22.8,1.855789,-16.22
2004-07-17 00:00:00,2005-07-17 00:00:00,2004-07-20 00:00:00,2005-07-15 00:00:00,-12.71,71.71,-84.42,-0.654937,1.251828,12.23,1.144956,-24.94
2017-04-22 00:00:00,2018-04-22 00:00:00,2017-04-25 00:00:00,2018-04-20 00:00:00,30.47,119.07,-88.6,1.766589,2.056041,13.9,1.145322,16.57
2020-11-21 00:00:00,2021-11-21 00:00:00,2020-11-24 00:00:00,2021-11-19 00:00:00,5.7,154.82,-149.12,0.879173,2.524633,30.91,2.350276,-25.21
2021-01-26 00:00:00,2022-01-26 00:00:00,2021-01-27 00:00:00,2022-01-25 00:00:00,3.8,72.97,-69.17,0.358914,1.434255,17.59,1.300265,-13.79
2016-11-25 00:00:00,2017-11-25 00:00:00,2016-11-28 00:00:00,2017-11-24 00:00:00,31.83,131.44,-99.61,2.225999,2.237194,20.48,2.77296,11.35
2001-07-04 00:00:00,2002-07-04 00:00:00,2001-07-06 00:00:00,2002-07-03 00:00:00,29.29,-56.75,86.04,0.73939,-0.679427,-18.68,-0.953917,47.97
2019-04-11 00:00:00,2020-04-10 00:00:00,2019-04-12 00:00:00,2020-04-09 00:00:00,-48.33,38.87,-87.2,-1.836479,0.878372,-2.16,0.082547,-46.17
2003-02-06 00:00:00,2004-02-06 00:00:00,2003-02-07 00:00:00,2004-02-05 00:00:00,-44.02,127.97,-171.99,-0.945328,1.549841,37.89,2.191626,-81.91
2023-12-11 00:00:00,2024-12-10 00:00:00,2023-12-12 00:00:00,2024-12-09 00:00:00,39.49,191.35,-151.86,1.806099,2.33006,32.05,2.370021,7.44
2004-05-16 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,2005-05-13 00:00:00,-8.79,17.76,-26.55,-0.334921,0.604364,7.6,0.733742,-16.39
2014-03-29 00:00:00,2015-03-29 00:00:00,2014-04-01 00:00:00,2015-03-27 00:00:00,-0.61,16.61,-17.22,-0.026339,0.712278,11.43,0.989151,-12.04
2002-08-07 00:00:00,2003-08-07 00:00:00,2002-08-08 00:00:00,2003-08-06 00:00:00,-45.93,107.75,-153.68,-0.546484,1.275272,8.46,0.467387,-54.39
2002-12-24 00:00:00,2003-12-24 00:00:00,2002-12-26 00:00:00,2003-12-23 00:00:00,-38.2,76.81,-115.01,-0.586464,1.157045,24.76,1.416535,-62.96
2020-07-19 00:00:00,2021-07-19 00:00:00,2020-07-21 00:00:00,2021-07-16 00:00:00,-1.89,76.04,-77.93,-0.111361,1.543263,34.69,2.09831,-36.58
2003-04-26 00:00:00,2004-04-25 00:00:00,2003-04-29 00:00:00,2004-04-23 00:00:00,-47.53,61.5,-109.03,-1.164638,1.066042,26.11,1.918482,-73.64
2002-07-19 00:00:00,2003-07-19 00:00:00,2002-07-22 00:00:00,2003-07-18 00:00:00,-27.63,22.96,-50.59,-0.018192,0.689938,23.13,0.949264,-50.76
2014-07-08 00:00:00,2015-07-08 00:00:00,2014-07-09 00:00:00,2015-07-07 00:00:00,-1.37,5.34,-6.71,-0.122378,0.32611,7.6,0.674962,-8.97
2017-02-01 00:00:00,2018-02-01 00:00:00,2017-02-02 00:00:00,2018-01-31 00:00:00,22.23,113.85,-91.62,1.945422,2.102004,26.17,3.384224,-3.94
2016-01-10 00:00:00,2017-01-09 00:00:00,2016-01-12 00:00:00,2017-01-06 00:00:00,13.55,244.9,-231.35,1.414089,2.883894,19.84,1.505396,-6.29
2017-05-12 00:00:00,2018-05-12 00:00:00,2017-05-15 00:00:00,2018-05-11 00:00:00,24.98,90.13,-65.15,1.549413,1.84612,15.71,1.248544,9.27
2020-11-05 00:00:00,2021-11-05 00:00:00,2020-11-06 00:00:00,2021-11-04 00:00:00,11.73,104.86,-93.13,1.40491,1.977806,35.22,2.540999,-23.49
2001-09-15 00:00:00,2002-09-15 00:00:00,2001-09-18 00:00:00,2002-09-13 00:00:00,88.2,-66.91,155.11,1.233877,-0.749184,-12.65,-0.449446,100.85
2023-02-09 00:00:00,2024-02-09 00:00:00,2023-02-10 00:00:00,2024-02-08 00:00:00,-0.65,227.64,-228.29,-0.061449,2.825873,23.98,1.813813,-24.63
2005-08-14 00:00:00,2006-08-14 00:00:00,2005-08-16 00:00:00,2006-08-11 00:00:00,0.3,55.02,-54.72,0.093936,1.24528,5.81,0.5775,-5.51
2002-08-19 00:00:00,2003-08-19 00:00:00,2002-08-20 00:00:00,2003-08-18 00:00:00,-56.0,37.55,-93.55,-0.675144,0.791171,8.28,0.465253,-64.28
2004-08-16 00:00:00,2005-08-16 00:00:00,2004-08-17 00:00:00,2005-08-15 00:00:00,-26.14,179.94,-206.08,-1.935344,2.564492,15.96,1.517382,-42.1
2008-11-12 00:00:00,2009-11-12 00:00:00,2008-11-13 00:00:00,2009-11-11 00:00:00,12.9,70.03,-57.13,0.508025,1.150662,23.95,0.81938,-11.05
2018-12-25 00:00:00,2019-12-25 00:00:00,2018-12-27 00:00:00,2019-12-24 00:00:00,13.51,82.63,-69.12,1.070976,1.697135,31.94,2.28853,-18.43
2007-10-26 00:00:00,2008-10-25 00:00:00,2007-10-29 00:00:00,2008-10-24 00:00:00,10.76,-80.32,91.08,0.458181,-1.776977,-42.33,-1.508718,53.09
2012-05-06 00:00:00,2013-05-06 00:00:00,2012-05-08 00:00:00,2013-05-03 00:00:00,-1.99,12.72,-14.71,-0.255823,0.550859,20.8,1.55922,-22.79
2005-04-27 00:00:00,2006-04-27 00:00:00,2005-04-28 00:00:00,2006-04-26 00:00:00,-4.16,164.61,-168.77,-0.353731,3.032097,16.21,1.629692,-20.37
2022-11-04 00:00:00,2023-11-04 00:00:00,2022-11-07 00:00:00,2023-11-03 00:00:00,2.08,214.89,-212.81,0.235411,2.418639,16.21,1.061523,-14.13
2014-02-15 00:00:00,2015-02-15 00:00:00,2014-02-19 00:00:00,2015-02-13 00:00:00,-6.3,25.19,-31.49,-1.005882,0.99025,16.86,1.427823,-23.16
2016-02-24 00:00:00,2017-02-23 00:00:00,2016-02-25 00:00:00,2017-02-22 00:00:00,9.08,251.1,-242.02,1.193897,3.005245,23.43,2.103471,-14.35
2003-03-27 00:00:00,2004-03-26 00:00:00,2003-03-28 00:00:00,2004-03-25 00:00:00,-39.58,81.83,-121.41,-0.661423,1.254866,30.03,2.020371,-69.61
2020-02-22 00:00:00,2021-02-21 00:00:00,2020-02-25 00:00:00,2021-02-19 00:00:00,-46.95,128.22,-175.17,-1.816194,1.740043,27.08,0.89339,-74.03
2020-12-16 00:00:00,2021-12-16 00:00:00,2020-12-17 00:00:00,2021-12-15 00:00:00,12.48,128.51,-116.03,0.956698,2.110326,28.2,2.033203,-15.72
2016-07-11 00:00:00,2017-07-11 00:00:00,2016-07-12 00:00:00,2017-07-10 00:00:00,19.07,192.75,-173.68,1.84217,2.382426,15.05,1.792407,4.02
2001-05-06 00:00:00,2002-05-06 00:00:00,2001-05-08 00:00:00,2002-05-03 00:00:00,55.21,-24.76,79.97,1.060137,-0.036345,-13.64,-0.705935,68.85
2020-10-30 00:00:00,2021-10-30 00:00:00,2020-11-02 00:00:00,2021-10-29 00:00:00,11.73,103.44,-91.71,1.40491,2.005219,41.04,2.799199,-29.31
2019-01-30 00:00:00,2020-01-30 00:00:00,2019-01-31 00:00:00,2020-01-29 00:00:00,-1.72,71.48,-73.2,-0.139474,1.711982,23.29,1.857461,-25.01
2018-10-06 00:00:00,2019-10-06 00:00:00,2018-10-09 00:00:00,2019-10-04 00:00:00,29.78,-31.19,60.97,1.294949,-0.428252,4.45,0.34522,25.33
2022-11-30 00:00:00,2023-11-30 00:00:00,2022-12-01 00:00:00,2023-11-29 00:00:00,0.19,181.05,-180.86,0.070529,2.317647,13.35,0.982365,-13.16
2015-04-21 00:00:00,2016-04-20 00:00:00,2015-04-22 00:00:00,2016-04-19 00:00:00,-2.63,65.42,-68.05,-0.214054,1.572036,1.78,0.18982,-4.41
2000-11-10 00:00:00,2001-11-10 00:00:00,2000-11-13 00:00:00,2001-11-09 00:00:00,-54.67,80.15,-134.82,-0.27993,1.080188,-15.82,-0.636764,-38.85
2020-05-13 00:00:00,2021-05-13 00:00:00,2020-05-14 00:00:00,2021-05-12 00:00:00,-4.64,71.57,-76.21,-0.469375,1.46512,44.55,2.232003,-49.19
2009-11-19 00:00:00,2010-11-19 00:00:00,2009-11-20 00:00:00,2010-11-18 00:00:00,-1.95,3.26,-5.21,0.011212,0.299317,11.79,0.713973,-13.74
2001-07-19 00:00:00,2002-07-19 00:00:00,2001-07-20 00:00:00,2002-07-18 00:00:00,26.03,-49.29,75.32,0.692699,-0.451069,-26.66,-1.401293,52.69
2012-07-23 00:00:00,2013-07-23 00:00:00,2012-07-24 00:00:00,2013-07-22 00:00:00,7.76,12.79,-5.03,1.775987,0.601289,29.39,2.250163,-21.63
2017-07-28 00:00:00,2018-07-28 00:00:00,2017-07-31 00:00:00,2018-07-27 00:00:00,15.71,55.52,-39.81,1.089304,1.404454,16.17,1.262382,-0.46
2012-05-22 00:00:00,2013-05-22 00:00:00,2012-05-23 00:00:00,2013-05-21 00:00:00,-1.35,22.07,-23.42,-0.149167,0.826222,29.2,2.124244,-30.55
2010-10-11 00:00:00,2011-10-11 00:00:00,2010-10-12 00:00:00,2011-10-10 00:00:00,-27.01,34.12,-61.13,-1.010245,0.805951,4.23,0.305966,-31.24
2006-12-30 00:00:00,2007-12-30 00:00:00,2007-01-04 00:00:00,2007-12-28 00:00:00,-1.85,45.32,-47.17,-0.030142,1.049713,5.89,0.443946,-7.74
2004-06-13 00:00:00,2005-06-13 00:00:00,2004-06-15 00:00:00,2005-06-10 00:00:00,-13.64,36.82,-50.46,-0.547382,0.85807,7.48,0.734103,-21.12
2017-06-03 00:00:00,2018-06-03 00:00:00,2017-06-06 00:00:00,2018-06-01 00:00:00,27.05,75.34,-48.29,1.678843,1.668823,14.64,1.172221,12.41
2004-09-30 00:00:00,2005-09-30 00:00:00,2004-10-01 00:00:00,2005-09-29 00:00:00,-22.22,124.74,-146.96,-1.681608,2.216064,10.09,1.006699,-32.31
2009-01-07 00:00:00,2010-01-07 00:00:00,2009-01-08 00:00:00,2010-01-06 00:00:00,17.66,124.76,-107.1,0.690498,1.698776,27.79,1.067046,-10.13
